sample-id	forward-absolute-filepath	reverse-absolute-filepath
IowaWound.Human.1216	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1216_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1216_2.fastq.gz
IowaWound.Human.1217	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1217_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1217_2.fastq.gz
IowaWound.Human.1218	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1218_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1218_2.fastq.gz
IowaWound.Human.1219	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1219_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1219_2.fastq.gz
IowaWound.Human.1224	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1224_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1224_2.fastq.gz
IowaWound.Human.1229	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1229_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1229_2.fastq.gz
IowaWound.Human.1240	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1240_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1240_2.fastq.gz
IowaWound.Human.1245	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1245_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1245_2.fastq.gz
IowaWound.Human.1246	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1246_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1246_2.fastq.gz
IowaWound.Human.1248	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1248_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1248_2.fastq.gz
IowaWound.Human.1257	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1257_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1257_2.fastq.gz
IowaWound.Human.1258	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1258_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1258_2.fastq.gz
IowaWound.Human.1262	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1262_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1262_2.fastq.gz
IowaWound.Human.1269	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1269_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1269_2.fastq.gz
IowaWound.Human.1270	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1270_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1270_2.fastq.gz
IowaWound.Human.1273	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1273_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1273_2.fastq.gz
IowaWound.Human.1275	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1275_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1275_2.fastq.gz
IowaWound.Human.1280	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1280_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1280_2.fastq.gz
IowaWound.Human.1285	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1285_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1285_2.fastq.gz
IowaWound.Human.1288	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1288_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1288_2.fastq.gz
IowaWound.Human.1291	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1291_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1291_2.fastq.gz
IowaWound.Human.1300	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1300_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1300_2.fastq.gz
IowaWound.Human.1302	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1302_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1302_2.fastq.gz
IowaWound.Human.1309	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1309_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1309_2.fastq.gz
IowaWound.Human.1312	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1312_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1312_2.fastq.gz
IowaWound.Human.1316	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1316_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1316_2.fastq.gz
IowaWound.Human.1320	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1320_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1320_2.fastq.gz
IowaWound.Human.1321	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1321_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1321_2.fastq.gz
IowaWound.Human.1323	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1323_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1323_2.fastq.gz
IowaWound.Human.1325	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1325_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1325_2.fastq.gz
IowaWound.Human.1326	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1326_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1326_2.fastq.gz
IowaWound.Human.1328	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1328_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1328_2.fastq.gz
IowaWound.Human.1329	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1329_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1329_2.fastq.gz
IowaWound.Human.1330	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1330_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1330_2.fastq.gz
IowaWound.Human.1331	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1331_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1331_2.fastq.gz
IowaWound.Human.1333	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1333_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1333_2.fastq.gz
IowaWound.Human.1338	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1338_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1338_2.fastq.gz
IowaWound.Human.1341	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1341_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1341_2.fastq.gz
IowaWound.Human.1345	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1345_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1345_2.fastq.gz
IowaWound.Human.1351	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1351_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1351_2.fastq.gz
IowaWound.Human.1367	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1367_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1367_2.fastq.gz
IowaWound.Human.1368	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1368_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1368_2.fastq.gz
IowaWound.Human.1372	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1372_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1372_2.fastq.gz
IowaWound.Human.1373	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1373_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1373_2.fastq.gz
IowaWound.Human.1380	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1380_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1380_2.fastq.gz
IowaWound.Human.1386	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1386_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1386_2.fastq.gz
IowaWound.Human.1397	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1397_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1397_2.fastq.gz
IowaWound.Human.1403	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1403_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1403_2.fastq.gz
IowaWound.Human.1414	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1414_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1414_2.fastq.gz
IowaWound.Human.1419	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1419_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1419_2.fastq.gz
IowaWound.Human.1420	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1420_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1420_2.fastq.gz
IowaWound.Human.1423	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1423_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1423_2.fastq.gz
IowaWound.Human.1427	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1427_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1427_2.fastq.gz
IowaWound.Human.1429	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1429_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1429_2.fastq.gz
IowaWound.Human.1437	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1437_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1437_2.fastq.gz
IowaWound.Human.1443	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1443_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1443_2.fastq.gz
IowaWound.Human.1445	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1445_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1445_2.fastq.gz
IowaWound.Human.1449	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1449_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1449_2.fastq.gz
IowaWound.Human.1450	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1450_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1450_2.fastq.gz
IowaWound.Human.1460	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1460_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1460_2.fastq.gz
IowaWound.Human.1474	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1474_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1474_2.fastq.gz
IowaWound.Human.1475	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1475_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1475_2.fastq.gz
IowaWound.Human.1476	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1476_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1476_2.fastq.gz
IowaWound.Human.1482	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1482_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1482_2.fastq.gz
IowaWound.Human.1488	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1488_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1488_2.fastq.gz
IowaWound.Human.1491	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1491_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1491_2.fastq.gz
IowaWound.Human.1494	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1494_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1494_2.fastq.gz
IowaWound.Human.1497	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1497_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1497_2.fastq.gz
IowaWound.Human.1505	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1505_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1505_2.fastq.gz
IowaWound.Human.1506	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1506_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1506_2.fastq.gz
IowaWound.Human.1509	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1509_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1509_2.fastq.gz
IowaWound.Human.1513	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1513_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1513_2.fastq.gz
IowaWound.Human.1514	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1514_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1514_2.fastq.gz
IowaWound.Human.1517	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1517_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1517_2.fastq.gz
IowaWound.Human.1518	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1518_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1518_2.fastq.gz
IowaWound.Human.1521	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1521_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1521_2.fastq.gz
IowaWound.Human.1528	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1528_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1528_2.fastq.gz
IowaWound.Human.1531	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1531_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1531_2.fastq.gz
IowaWound.Human.1538	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1538_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1538_2.fastq.gz
IowaWound.Human.1543	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1543_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1543_2.fastq.gz
IowaWound.Human.1545	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1545_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1545_2.fastq.gz
IowaWound.Human.1552	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1552_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1552_2.fastq.gz
IowaWound.Human.1556	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1556_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1556_2.fastq.gz
IowaWound.Human.1558	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1558_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1558_2.fastq.gz
IowaWound.Human.1561	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1561_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1561_2.fastq.gz
IowaWound.Human.1562	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1562_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1562_2.fastq.gz
IowaWound.Human.1566	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1566_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1566_2.fastq.gz
IowaWound.Human.1567	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1567_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1567_2.fastq.gz
IowaWound.Human.1578	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1578_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1578_2.fastq.gz
